setup_msg_id,setup_date_utc,team_a,team_b,predicted_winner,predicted_winner_short,entry1_kind,entry1_odds,entry1_team,entry1_msg_id,entry1_date_utc,entry2_kind,entry2_odds,entry2_team,entry2_msg_id,entry2_date_utc,end_type,end_msg_id,end_date_utc
18456,2025-04-27T10:12:35+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 45TH MUMBAI,LUCKNOW MATCH WINNER - MUMBAI MUMBAI INDIANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 45TH MUMBAI VS LUCKNOW MATCH WINNER - MUMBAI MUMBAI INDIANS LIKH,MUMBAI MUMBAI INDIANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,18458,2025-04-27T11:57:20+00:00
18465,2025-04-27T14:04:04+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 46TH BANGLORE,DELHI MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 46TH BANGLORE VS DELHI MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,85p,DELHI ENTRY KARNA CHALU KARDO S,18467,2025-04-27T14:13:55+00:00,,,,,,LOSS_CUT,18472,2025-04-27T15:31:17+00:00
18496,2025-04-28T14:08:03+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 47TH RAJASTHAN,GUJRAT MATCH WINNER - GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 47TH RAJASTHAN VS GUJRAT MATCH WINNER - GUJRAT GUJRAT TITANS LIKH,GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,18506,2025-04-28T17:38:11+00:00
18516,2025-04-29T14:06:28+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 48TH KOLKATA,DELHI MATCH WINNER - KOLKATA KOLKATA KNIGHT RIDERS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 48TH KOLKATA VS DELHI MATCH WINNER - KOLKATA KOLKATA KNIGHT RIDERS LIKH,KOLKATA KOLKATA KNIGHT RIDERS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,90p,DELHI ENTRY KARNA CHALU KARDO S,18522,2025-04-29T16:09:55+00:00,,,,,,LOSS_CUT,18524,2025-04-29T16:41:01+00:00
18548,2025-04-30T14:05:18+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 49TH CHENNAI,PUNJAB MATCH WINNER - PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 49TH CHENNAI VS PUNJAB MATCH WINNER - PUNJAB PUNJAB KINGS LIKH,PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,95p,CHENNAI ENTRY KARNA CHALU KARDO,18550,2025-04-30T14:52:17+00:00,,,,,,LOSS_CUT,18560,2025-04-30T17:23:14+00:00
18595,2025-05-02T14:11:08+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 51ST GUJRAT,HYDERABAD MATCH WINNER - GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 51ST GUJRAT VS HYDERABAD MATCH WINNER - GUJRAT GUJRAT TITANS LIKH,GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,UNCLOSED,18614,2025-05-03T14:00:49+00:00
18614,2025-05-03T14:00:49+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 52ND BANGLORE,CHENNAI MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 52ND BANGLORE VS CHENNAI MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,JACKPOT,40p,CHENNAI JACKPOT ENTRY KARO SAB,18623,2025-05-03T16:51:39+00:00,,,,,,LOSS_CUT,18629,2025-05-03T17:47:00+00:00
18764,2025-05-08T15:01:18+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 58TH PUNJAB,DELHI MATCH WINNER - PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 58TH PUNJAB VS DELHI MATCH WINNER - PUNJAB PUNJAB KINGS LIKH,PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,CANCELLED,18770,2025-05-08T16:08:27+00:00
18841,2025-05-18T10:03:16+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 59TH PUNJAB,RAJASTHAN MATCH WINNER - PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 59TH PUNJAB VS RAJASTHAN MATCH WINNER - PUNJAB PUNJAB KINGS LIKH,PUNJAB PUNJAB KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,68p,RAJASTHAN ENTRY KARNA CHALU KAR,18844,2025-05-18T10:18:59+00:00,,,,,,CASHOUT,18847,2025-05-18T11:30:56+00:00
18857,2025-05-18T14:05:46+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 60TH GUJRAT,DELHI MATCH WINNER - GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 60TH GUJRAT VS DELHI MATCH WINNER - GUJRAT GUJRAT TITANS LIKH,GUJRAT GUJRAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,,,18860,2025-05-18T15:01:59+00:00,FIRST,68p,DELHI PLUS HOJANA AUR GT PE LOW,18862,2025-05-18T15:23:40+00:00,LOSS_CUT,18870,2025-05-18T16:59:22+00:00
18890,2025-05-20T14:03:37+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 62ND CHENNAI,RAJASTHAN MATCH WINNER - CHENNAI CHENNAI SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 62ND CHENNAI VS RAJASTHAN MATCH WINNER - CHENNAI CHENNAI SUPER KINGS LIKH,CHENNAI CHENNAI SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,18900,2025-05-20T17:35:17+00:00
18911,2025-05-21T14:09:49+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 63RD MUMBAI,DELHI MATCH WINNER - MUMBAI MUMBAI INDIANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 63RD MUMBAI VS DELHI MATCH WINNER - MUMBAI MUMBAI INDIANS LIKH,MUMBAI MUMBAI INDIANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,,,18913,2025-05-21T14:38:37+00:00,,,,,,LOSS_CUT,18922,2025-05-21T16:24:36+00:00
18936,2025-05-22T14:20:35+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 64TH GUJARAT,LUCKNOW MATCH WINNER - GUJARAT GUJARAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 64TH GUJARAT VS LUCKNOW MATCH WINNER - GUJARAT GUJARAT TITANS LIKH,GUJARAT GUJARAT TITANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,JACKPOT,36p,LUCKNOW HAI JACKPOT LOADING.. K,18944,2025-05-22T15:35:44+00:00,,,,,,CASHOUT,18951,2025-05-22T18:24:44+00:00
18961,2025-05-23T14:04:20+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 65TH BANGLORE,HYDERABAD MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 65TH BANGLORE VS HYDERABAD MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,89p,HYDERABAD ENTRY KARNA CHALU KAR,18963,2025-05-23T14:06:58+00:00,,,,,,CASHOUT,18976,2025-05-23T17:55:12+00:00
18985,2025-05-24T14:10:35+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 66TH PUNJAB,DELHI MATCH WINNER - DELHI DELHI CAPITALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 66TH PUNJAB VS DELHI MATCH WINNER - DELHI DELHI CAPITALS LIKH,DELHI DELHI CAPITALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,,,18986,2025-05-24T14:11:40+00:00,,,,,,LOSS_CUT,18996,2025-05-24T17:23:59+00:00
19010,2025-05-25T10:08:28+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 67TH CHENNAI,GUJARAT MATCH WINNER - CHENNAI CHENNAI SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 67TH CHENNAI VS GUJARAT MATCH WINNER - CHENNAI CHENNAI SUPER KINGS LIKH,CHENNAI CHENNAI SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,85p,GUJARAT ENTRY KARNA CHALU KARDO,19011,2025-05-25T10:09:16+00:00,,,,,,CASHOUT,19017,2025-05-25T11:31:42+00:00
19029,2025-05-25T14:07:02+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 68TH HYDERABAD,KOLKATA MATCH WINNER - HYDERABAD SUN RISERS HYDERABAD LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 68TH HYDERABAD VS KOLKATA MATCH WINNER - HYDERABAD SUN RISERS HYDERABAD LIKH,HYDERABAD SUN RISERS HYDERABAD LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,19035,2025-05-25T16:52:05+00:00
19060,2025-05-27T14:04:31+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - 70TH BANGLORE,LUCKNOW MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - 70TH BANGLORE VS LUCKNOW MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,,,19064,2025-05-27T14:11:47+00:00,FIRST,60p,LUCKNOW LOW AACHUKI HAI LSG FUL,19068,2025-05-27T14:54:00+00:00,LOSS_CUT,19079,2025-05-27T17:39:56+00:00
19104,2025-05-29T14:08:52+00:00,INDIAN PREMIER LEAGUE 2025 MATCH - QUALIFIER 1ST BANGLORE,PUNJAB MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 MATCH - QUALIFIER 1ST BANGLORE VS PUNJAB MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,19111,2025-05-29T16:36:08+00:00
19196,2025-06-03T14:06:32+00:00,INDIAN PREMIER LEAGUE 2025 FINAL MATCH BANGLORE,PUNJAB MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,INDIAN PREMIER LEAGUE 2025 FINAL MATCH BANGLORE VS PUNJAB MATCH WINNER - BANGLORE ROYAL CHALLENGERS BANGLORE LIKH,BANGLORE ROYAL CHALLENGERS BANGLORE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,90p,PUNJAB ENTRY KARNA CHALU KARDO,19198,2025-06-03T14:13:41+00:00,FIRST,68p,PUNJAB LOW AACHUKI HAI PBKS DOS,19202,2025-06-03T14:35:09+00:00,LOSS_CUT,19213,2025-06-03T17:13:29+00:00
19235,2025-06-05T13:56:15+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 1ST DINDIGUL,KOVAI MATCH WINNER - DINDIGUL DINDIGUL DRAGONS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 1ST DINDIGUL VS KOVAI MATCH WINNER - DINDIGUL DINDIGUL DRAGONS LIKH,DINDIGUL DINDIGUL DRAGONS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,19240,2025-06-05T17:01:16+00:00
19251,2025-06-06T14:15:12+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 2ND CHEPAUK,TIRUPPUR MATCH WINNER - CHEPAUK CHEPAUK SUPER GILLIES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 2ND CHEPAUK VS TIRUPPUR MATCH WINNER - CHEPAUK CHEPAUK SUPER GILLIES LIKH,CHEPAUK CHEPAUK SUPER GILLIES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,84p,TIRUPPUR ENTRY KARNA CHALU KARD,19256,2025-06-06T14:43:32+00:00,,,,,,CASHOUT,19260,2025-06-06T16:02:10+00:00
19302,2025-06-08T13:49:23+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 5TH DINDIGUL,TIRUPPUR MATCH WINNER - DINDIGUL DINDIGUL DRAGONS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 5TH DINDIGUL VS TIRUPPUR MATCH WINNER - DINDIGUL DINDIGUL DRAGONS LIKH,DINDIGUL DINDIGUL DRAGONS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,19309,2025-06-08T16:04:45+00:00
19317,2025-06-09T13:49:32+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 6TH CHEPAUK,NELLAI MATCH WINNER - CHEPAUK CHEPAUK SUPER GILLIES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 6TH CHEPAUK VS NELLAI MATCH WINNER - CHEPAUK CHEPAUK SUPER GILLIES LIKH,CHEPAUK CHEPAUK SUPER GILLIES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,19322,2025-06-09T16:48:49+00:00
19334,2025-06-10T14:15:20+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 7TH SALEM,TRICHY MATCH WINNER - SALEM SALEM SPARTANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 7TH SALEM VS TRICHY MATCH WINNER - SALEM SALEM SPARTANS LIKH,SALEM SALEM SPARTANS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,19345,2025-06-10T17:41:59+00:00
19365,2025-06-11T13:52:46+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 8TH LYCA,MADURAI MATCH WINNER - LYCA LYCA KOVAL KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 8TH LYCA VS MADURAI MATCH WINNER - LYCA LYCA KOVAL KINGS LIKH,LYCA LYCA KOVAL KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,19375,2025-06-11T17:26:25+00:00
19399,2025-06-13T14:07:35+00:00,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 9TH TIRUPPUR,SALEM MATCH WINNER - TIRUPPUR I DREAM TIRUPPUR LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,TAMIL NADU PREMIER LEAGUE 2025 MATCH - 9TH TIRUPPUR VS SALEM MATCH WINNER - TIRUPPUR I DREAM TIRUPPUR LIKH,TIRUPPUR I DREAM TIRUPPUR LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,95p,SALEM ENTRY KARNA CHALU KARDO S,19400,2025-06-13T14:09:04+00:00,,,,,,WIN,19407,2025-06-13T18:01:59+00:00
19411,2025-06-14T01:33:57+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 2ND NEW YORK,TEXAS MATCH WINNER - NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 2ND NEW YORK VS TEXAS MATCH WINNER - NEW YORK MI NEW YORK LIKH,NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,58p,TEXAS ENTRY KARDO KARDO SABHI L,19416,2025-06-14T03:20:54+00:00,JACKPOT,27p,TEXAS UPAR ENTRY NHI LI TOH BHA,19418,2025-06-14T03:33:02+00:00,LOSS_CUT,19421,2025-06-14T04:00:56+00:00
19447,2025-06-15T01:04:06+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 4TH SEATTLE,WASHINGTON MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 4TH SEATTLE VS WASHINGTON MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,92p,SEATTLE ENTRY KARDO KARDO SABHI,19448,2025-06-15T01:08:02+00:00,,,,,,WIN,19450,2025-06-15T01:11:55+00:00
19472,2025-06-16T00:45:07+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 6TH SAN FRANCISCO,NEW YORK MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 6TH SAN FRANCISCO VS NEW YORK MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH,SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,92p,NEW YORK ENTRY START KARDO SABH,19475,2025-06-16T01:04:55+00:00,,,,,,CASHOUT,19481,2025-06-16T02:51:21+00:00
19498,2025-06-17T01:00:01+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 7TH TEXAS,SEATTLE MATCH WINNER - TEXAS TEXAS SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 7TH TEXAS VS SEATTLE MATCH WINNER - TEXAS TEXAS SUPER KINGS LIKH,TEXAS TEXAS SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,JACKPOT,42p,SEATTLE YAHA KARO PROPER ENTRY,19505,2025-06-17T01:23:21+00:00,,,,,,CASHOUT,19510,2025-06-17T03:11:47+00:00
19550,2025-06-18T00:57:08+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 8TH WASHINGTON,LOS ANGELES MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 8TH WASHINGTON VS LOS ANGELES MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,95p,LOS ANGELES ENTRY START KARDO S,19555,2025-06-18T01:23:01+00:00,,,,,,CASHOUT,19564,2025-06-18T02:36:58+00:00
19669,2025-06-23T00:14:22+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 13TH WASHINGTON,TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 13TH WASHINGTON VS TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,66p,TEXAS ENTRY START KARDO SABHI L,19673,2025-06-23T00:31:12+00:00,JACKPOT,36p,TEXAS JACKPOT CASH KARLO BHAI S,19678,2025-06-23T00:57:33+00:00,CASHOUT,19682,2025-06-23T03:06:11+00:00
19850,2025-06-29T00:07:27+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 20TH LOS ANGELES,SEATTLE MATCH WINNER - SEATTLE SEATTLE ORCAS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 20TH LOS ANGELES VS SEATTLE MATCH WINNER - SEATTLE SEATTLE ORCAS LIKH,SEATTLE SEATTLE ORCAS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,75p,LOS ANGELES PLUS HOJANA SEATTLE,19855,2025-06-29T01:23:00+00:00,JACKPOT,50p,LOS ANGELES TAKE YOUR JACKPOT E,19859,2025-06-29T01:54:56+00:00,CASHOUT,19863,2025-06-29T02:59:44+00:00
19955,2025-07-02T23:21:16+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 23RD WASHINGTON,TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 23RD WASHINGTON VS TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,19971,2025-07-03T03:04:40+00:00
19981,2025-07-03T23:20:40+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 24TH LOS ANGELES,NEW YORK MATCH WINNER - NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 24TH LOS ANGELES VS NEW YORK MATCH WINNER - NEW YORK MI NEW YORK LIKH,NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,19983,2025-07-03T23:24:06+00:00
